Item_Identifier;Item_Weight;Item_Fat_Content;Item_Visibility;Item_Type;Item_MRP;Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;Outlet_Location_Type;Outlet_Type;Item_Outlet_Sales
FDL08;10,8;Low Fat;0.049709624;Fruits and Vegetables;2.468.144;OUT035;2004;Small;Tier 2;Supermarket Type1;2450144
FDF08;14,3;Regular;0.065153295;Fruits and Vegetables;884.856;OUT013;1987;High;Tier 3;Supermarket Type1;14061696
FDN03;9,8;Regular;0.015087112;Meat;2.501.408;OUT035;2004;Small;Tier 2;Supermarket Type1;40054528
FDG34;11,5;Regular;0.037782943;Snack Foods;1.066.254;OUT017;2007;;Tier 2;Supermarket Type1;3255762
FDA56;9,2;Low Fat;0.008782561;Fruits and Vegetables;1.198.414;OUT045;2002;;Tier 2;Supermarket Type1;13402554
NCI17;;Low Fat;0.142728113;Health and Hygiene;95.141;OUT027;1985;Medium;Tier 3;Supermarket Type3;2510066
NCO17;10,0;Low Fat;0.073493831;Health and Hygiene;118.344;OUT049;1999;Medium;Tier 1;Supermarket Type1;1798
FDK55;18,5;Low Fat;0.025907416;Meat;877.172;OUT017;2007;;Tier 2;Supermarket Type1;8029548
FDD10;20,6;Regular;0.046280998;Snack Foods;1.774.344;OUT017;2007;;Tier 2;Supermarket Type1;19627784
NCH18;9,3;Low Fat;0.044624064;Household;2.454.802;OUT013;1987;High;Tier 3;Supermarket Type1;31938426
NCA53;11395,0;Low Fat;0.009898492;Health and Hygiene;488.034;OUT045;2002;;Tier 2;Supermarket Type1;7776544
DRJ24;11,8;Low Fat;0.189689886;Soft Drinks;1.843.924;OUT010;1998;;Tier 3;Grocery Store;3701848
DRN35;8,0;Low Fat;0.070189131;Hard Drinks;379.532;OUT013;1987;High;Tier 3;Supermarket Type1;8269236
FDC47;15,0;Low Fat;0.119374946;Snack Foods;2.293.694;OUT018;2009;Medium;Tier 3;Supermarket Type2;50241268
FDN48;13,4;Low Fat;0.065215312;Baking Goods;934.804;OUT018;2009;Medium;Tier 3;Supermarket Type2;11025648
FDR27;;Regular;0.095635061;Meat;1.307.942;OUT027;1985;Medium;Tier 3;Supermarket Type3;30473666
FDS33;;Regular;0.216107535;Snack Foods;868.514;OUT019;1985;Small;Tier 1;Grocery Store;3542056
DRL11;10,5;Low Fat;0.048009081;Hard Drinks;1.570.946;OUT035;2004;Small;Tier 2;Supermarket Type1;22091244
FDQ21;21,3;Low Fat;0.019533098;Snack Foods;1.204.756;OUT017;2007;;Tier 2;Supermarket Type1;19388096
FDY37;17,0;Regular;0.026568875;Canned;142.047;OUT046;1997;Small;Tier 1;Supermarket Type1;3149234
FDS35;9,3;Low Fat;0.111127966;Breads;631.826;OUT013;1987;High;Tier 3;Supermarket Type1;20020606
DRD60;15,7;Low Fat;0.03723211;Soft Drinks;1.831.634;OUT046;1997;Small;Tier 1;Supermarket Type1;56346654
DRP47;15,8;Low Fat;0.140603316;Hard Drinks;2.528.382;OUT046;1997;Small;Tier 1;Supermarket Type1;6308455
NCY41;;low fat;0.075368868;Health and Hygiene;352.532;OUT027;1985;Medium;Tier 3;Supermarket Type3;9707364
FDR59;14,5;Regular;0.063962842;Breads;2.631.594;OUT049;1999;Medium;Tier 1;Supermarket Type1;2616594
FDM36;;Regular;0.102830104;Baking Goods;1.726.422;OUT019;1985;Small;Tier 1;Grocery Store;3448844
NCI42;;Low Fat;0.01031535;Household;2.084.954;OUT027;1985;Medium;Tier 3;Supermarket Type3;37511172
FDA31;7,1;Low Fat;0.110633958;Fruits and Vegetables;173.808;OUT017;2007;;Tier 2;Supermarket Type1;1211756
FDY33;14,5;Regular;0;Snack Foods;1.593.262;OUT035;2004;Small;Tier 2;Supermarket Type1;28642716
FDV40;17,4;Low Fat;0.014721579;Frozen Foods;731.038;OUT045;2002;;Tier 2;Supermarket Type1;8868456
NCW17;18,0;Low Fat;0.019465205;Health and Hygiene;1.286.994;OUT018;2009;Medium;Tier 3;Supermarket Type2;24414886
FDN38;6615,0;Regular;0.091895319;Canned;2.486.408;OUT013;1987;High;Tier 3;Supermarket Type1;35047712
FDQ11;;Regular;0.118535581;Breads;2.563.988;OUT019;1985;Small;Tier 1;Grocery Store;2569988
FDG34;11,5;Regular;0.037646623;Snack Foods;1.075.254;OUT045;2002;;Tier 2;Supermarket Type1;3255762
NCN14;19,1;Low Fat;0.092060694;Others;1.837.608;OUT049;1999;Medium;Tier 1;Supermarket Type1;47777808
FDY46;;Low Fat;0.04765803;Snack Foods;1.883.898;OUT027;1985;Medium;Tier 3;Supermarket Type3;52385144
FDS11;7,1;Regular;0.05587277;Breads;2.221.088;OUT017;2007;;Tier 2;Supermarket Type1;40267584
NCA53;;Low Fat;0.017295906;Health and Hygiene;471.034;OUT019;1985;Small;Tier 1;Grocery Store;1458102
NCN30;16,4;Low Fat;0.02844314;Household;98.141;OUT010;1998;;Tier 3;Grocery Store;386164
FDW32;18,4;Regular;0.094296835;Fruits and Vegetables;843.882;OUT046;1997;Small;Tier 1;Supermarket Type1;11165466
NCR42;9105,0;Low Fat;0.064410783;Household;33.39;OUT010;1998;;Tier 3;Grocery Store;33
FDU33;7,6;Regular;0.134684292;Snack Foods;470.402;OUT035;2004;Small;Tier 2;Supermarket Type1;14700864
FDN15;;Low Fat;0.029299175;Meat;140.318;OUT019;1985;Small;Tier 1;Grocery Store;139818
FDD51;;low fat;0.210021713;Dairy;442.744;OUT019;1985;Small;Tier 1;Grocery Store;905488
FDF14;7,6;Low Fat;0.027224917;Canned;152.934;OUT045;2002;;Tier 2;Supermarket Type1;2450144
NCN19;;Low Fat;0.021184746;Others;189.553;OUT019;1985;Small;Tier 1;Grocery Store;379506
NCO43;5,5;Low Fat;0.047059016;Others;1.001.016;OUT013;1987;High;Tier 3;Supermarket Type1;21252336
FDT19;7,6;Regular;0.14526636;Fruits and Vegetables;172.908;OUT049;1999;Medium;Tier 1;Supermarket Type1;6231888
DRK12;9,5;Low Fat;0.041851461;Soft Drinks;31.49;OUT013;1987;High;Tier 3;Supermarket Type1;466
DRM49;6,1;Regular;0.152262171;Soft Drinks;444.086;OUT045;2002;;Tier 2;Supermarket Type1;11598236
FDX43;5655,0;Low Fat;0.085757338;Fruits and Vegetables;164.75;OUT017;2007;;Tier 2;Supermarket Type1;1498
FDS14;7285,0;Low Fat;0.049954435;Dairy;1.565.288;OUT035;2004;Small;Tier 2;Supermarket Type1;2356932
NCK07;10,7;Low Fat;0.048762383;Others;1.652.526;OUT049;1999;Medium;Tier 1;Supermarket Type1;39468624
FDO19;17,7;Regular;0;Fruits and Vegetables;468.034;OUT017;2007;;Tier 2;Supermarket Type1;9234646
FDH32;12,8;Low Fat;0.075996742;Fruits and Vegetables;97.141;OUT013;1987;High;Tier 3;Supermarket Type1;2799689
NCZ41;19,9;Low Fat;0;Health and Hygiene;1.261.704;OUT018;2009;Medium;Tier 3;Supermarket Type2;1877556
FDL32;15,7;Regular;0.204984538;Fruits and Vegetables;1.110.544;OUT010;1998;;Tier 3;Grocery Store;2237088
FDC44;15,6;Low Fat;0.173573164;Fruits and Vegetables;1.144.518;OUT017;2007;;Tier 2;Supermarket Type1;23908878
FDQ59;9,8;Regular;0.056339618;Breads;842.908;OUT013;1987;High;Tier 3;Supermarket Type1;7550172
NCO54;19,5;Low Fat;0.014262413;Household;571.614;OUT013;1987;High;Tier 3;Supermarket Type1;3315684
DRH36;16,2;Low Fat;0.03338006;Soft Drinks;740.696;OUT046;1997;Small;Tier 1;Supermarket Type1;14168224
FDY35;17,6;Regular;0.016024651;Breads;440.402;OUT035;2004;Small;Tier 2;Supermarket Type1;5972226
FDA46;13,6;low fat;0.11830085;Snack Foods;1.962.136;OUT017;2007;;Tier 2;Supermarket Type1;1944136
NCL18;18,9;Low Fat;0.167552202;Household;1.931.136;OUT035;2004;Small;Tier 2;Supermarket Type1;23329632
FDL57;15,1;Regular;0.067181098;Snack Foods;2.588.304;OUT049;1999;Medium;Tier 1;Supermarket Type1;54249384
NCP50;17,4;Low Fat;0;Others;792.618;OUT018;2009;Medium;Tier 3;Supermarket Type2;9667416
FDZ25;;Regular;0;Canned;169.879;OUT019;1985;Small;Tier 1;Grocery Store;339558
FDH24;20,7;Low Fat;0.021431134;Baking Goods;1.570.288;OUT046;1997;Small;Tier 1;Supermarket Type1;21998032
FDQ26;13,5;Regular;0.068256316;Dairy;609.562;OUT017;2007;;Tier 2;Supermarket Type1;5333058
NCK17;;Low Fat;0;Health and Hygiene;40.348;OUT019;1985;Small;Tier 1;Grocery Store;79896
FDO46;;Regular;0.014143673;Snack Foods;1.873.872;OUT027;1985;Medium;Tier 3;Supermarket Type3;2836308
FDW50;13,1;Low Fat;0.075563757;Dairy;1.681.158;OUT035;2004;Small;Tier 2;Supermarket Type1;20053896
FDD29;12,2;Low Fat;0.018439138;Frozen Foods;2.547.698;OUT049;1999;Medium;Tier 1;Supermarket Type1;5073396
FDU26;;Regular;0.074620291;Dairy;1.201.782;OUT019;1985;Small;Tier 1;Grocery Store;3575346
FDX04;;Regular;0.041370245;Frozen Foods;462.376;OUT027;1985;Medium;Tier 3;Supermarket Type3;8149392
FDH31;;Regular;0.020312314;Meat;981.042;OUT027;1985;Medium;Tier 3;Supermarket Type3;27777176
FDJ45;;Low Fat;0.128532558;Seafood;342.216;OUT019;1985;Small;Tier 1;Grocery Store;173108
FDX55;15,1;Low Fat;0.055195461;Fruits and Vegetables;2.161.166;OUT035;2004;Small;Tier 2;Supermarket Type1;50074818
FDR02;16,7;Low Fat;0.022065676;Dairy;1.105.886;OUT046;1997;Small;Tier 1;Supermarket Type1;15566404
NCP55;14,7;Low Fat;0.011212719;Others;556.614;OUT045;2002;;Tier 2;Supermarket Type1;10499666
FDT28;13,3;Low Fat;0.063925726;Frozen Foods;1.518.708;OUT017;2007;;Tier 2;Supermarket Type1;16551788
NCJ06;20,1;Low Fat;0.034848629;Household;1.186.782;OUT017;2007;;Tier 2;Supermarket Type1;25027422
FDF08;14,3;Regular;0;Fruits and Vegetables;898.856;OUT018;2009;Medium;Tier 3;Supermarket Type2;14061696
FDT21;7,4;Low Fat;0.02050719;Snack Foods;2.497.092;OUT017;2007;;Tier 2;Supermarket Type1;77192852
FDK22;;Low Fat;0.025960174;Snack Foods;214.885;OUT027;1985;Medium;Tier 3;Supermarket Type3;4976855
DRJ11;9,5;Low Fat;0.085020342;Hard Drinks;1.887.872;OUT013;1987;High;Tier 3;Supermarket Type1;17017848
FDH27;7075,0;Low Fat;0.097660814;Dairy;1.418.128;OUT010;1998;;Tier 3;Grocery Store;1438128
FDU52;;Low Fat;0.111654545;Frozen Foods;157.063;OUT019;1985;Small;Tier 1;Grocery Store;312926
FDK50;8,0;Low Fat;0;Canned;1.607.894;OUT017;2007;;Tier 2;Supermarket Type1;3235788
DRJ01;6135,0;Low Fat;0.115265695;Soft Drinks;1.605.236;OUT045;2002;;Tier 2;Supermarket Type1;20946068
FDC21;14,6;Regular;0.043133816;Fruits and Vegetables;1.097.254;OUT018;2009;Medium;Tier 3;Supermarket Type2;6511524
FDX39;14,3;reg;0.049676157;Meat;2.124.586;OUT046;1997;Small;Tier 1;Supermarket Type1;37990548
NCY54;;Low Fat;0.176834351;Household;1.721.422;OUT027;1985;Medium;Tier 3;Supermarket Type3;50008238
FDD58;;Low Fat;0.103918113;Snack Foods;100.67;OUT019;1985;Small;Tier 1;Grocery Store;399
FDW12;8315,0;Regular;0.035644325;Baking Goods;1.471.444;OUT045;2002;;Tier 2;Supermarket Type1;8708664
DRE01;10,1;Low Fat;0.279783532;Soft Drinks;2.418.512;OUT010;1998;;Tier 3;Grocery Store;4847024
FDT16;9895,0;Regular;0.048738014;Frozen Foods;2.621.278;OUT049;1999;Medium;Tier 1;Supermarket Type1;3904917
FDC16;11,5;Regular;0.020686161;Dairy;85.054;OUT017;2007;;Tier 2;Supermarket Type1;1731
FDK52;18,3;LF;0.079342006;Frozen Foods;2.260.062;OUT049;1999;Medium;Tier 1;Supermarket Type1;18056496
FDS23;4635,0;Low Fat;0.140889111;Breads;1.270.994;OUT046;1997;Small;Tier 1;Supermarket Type1;1927491
FDI41;18,5;Regular;0.062245149;Frozen Foods;1.458.418;OUT035;2004;Small;Tier 2;Supermarket Type1;55913884
FDG33;5365,0;Regular;0.140811559;Seafood;1.735.764;OUT018;2009;Medium;Tier 3;Supermarket Type2;20613168
NCM31;6095,0;Low Fat;0.08152738;Others;1.403.154;OUT018;2009;Medium;Tier 3;Supermarket Type2;18436002
NCY53;;Low Fat;0.058198141;Health and Hygiene;1.104.544;OUT027;1985;Medium;Tier 3;Supermarket Type3;42504672
FDY55;16,8;Low Fat;0.081446638;Fruits and Vegetables;2.570.988;OUT049;1999;Medium;Tier 1;Supermarket Type1;6425
FDQ21;21,3;Low Fat;0.019462623;Snack Foods;1.208.756;OUT045;2002;;Tier 2;Supermarket Type1;15752828
NCD18;;Low Fat;0.072317217;Household;2.302.668;OUT027;1985;Medium;Tier 3;Supermarket Type3;8062838
FDV09;12,1;Low Fat;0.020684919;Snack Foods;1.485.734;OUT017;2007;;Tier 2;Supermarket Type1;13362606
FDI19;15,1;Low Fat;0.087604871;Meat;2.422.512;OUT010;1998;;Tier 3;Grocery Store;4847024
FDY47;8,6;Regular;0;Breads;131.531;OUT049;1999;Medium;Tier 1;Supermarket Type1;2466789
DRH37;17,6;Low Fat;0.041681059;Soft Drinks;1.642.526;OUT049;1999;Medium;Tier 1;Supermarket Type1;13156208
NCL19;15,4;Low Fat;0.015676231;Others;144.047;OUT046;1997;Small;Tier 1;Supermarket Type1;286294
DRI11;8,3;Low Fat;0.034397781;Hard Drinks;1.157.834;OUT035;2004;Small;Tier 2;Supermarket Type1;20733012
NCC19;6,6;Low Fat;0.096880574;Household;191.482;OUT046;1997;Small;Tier 1;Supermarket Type1;5020132
FDS01;11,6;Low Fat;0.017817285;Canned;1.770.686;OUT018;2009;Medium;Tier 3;Supermarket Type2;14221488
FDX31;20,4;Regular;0.014909465;Fruits and Vegetables;2.323.958;OUT017;2007;;Tier 2;Supermarket Type1;60760908
NCL55;12,2;Low Fat;0;Others;254.904;OUT046;1997;Small;Tier 1;Supermarket Type1;4048064
FDW16;17,4;Regular;0.041439718;Frozen Foods;937.804;OUT013;1987;High;Tier 3;Supermarket Type1;28482924
FDT49;7,0;Low Fat;0.151405587;Canned;107.728;OUT046;1997;Small;Tier 1;Supermarket Type1;2024032
FDW13;8,5;Low Fat;0.097803261;Canned;505.324;OUT013;1987;High;Tier 3;Supermarket Type1;8828508
NCG30;;Low Fat;0.196659953;Household;1.258.046;OUT019;1985;Small;Tier 1;Grocery Store;2490092
FDC14;14,5;Regular;0.041313203;Canned;420.454;OUT049;1999;Medium;Tier 1;Supermarket Type1;3775086
FDS15;9195,0;Regular;0.130657442;Meat;1.064.596;OUT010;1998;;Tier 3;Grocery Store;2157192
FDS32;17,8;Regular;0.029700018;Fruits and Vegetables;1.403.838;OUT049;1999;Medium;Tier 1;Supermarket Type1;1404838
FDE09;8775,0;Low Fat;0;Fruits and Vegetables;1.113.228;OUT049;1999;Medium;Tier 1;Supermarket Type1;14367964
FDM12;16,7;Regular;0.070312473;Baking Goods;1.896.214;OUT017;2007;;Tier 2;Supermarket Type1;2826321
FDT57;15,2;Low Fat;0.019064377;Snack Foods;2.382.248;OUT049;1999;Medium;Tier 1;Supermarket Type1;3555372
FDM32;20,5;Low Fat;0.020605032;Fruits and Vegetables;91.083;OUT046;1997;Small;Tier 1;Supermarket Type1;539298
NCS38;;Low Fat;0;Household;1.152.176;OUT027;1985;Medium;Tier 3;Supermarket Type3;10306584
NCW30;5,2;Low Fat;0.011072173;Household;2.578.962;OUT017;2007;;Tier 2;Supermarket Type1;44029354
FDD21;10,3;Regular;0;Fruits and Vegetables;1.157.176;OUT017;2007;;Tier 2;Supermarket Type1;1717764
FDH35;18,3;Low Fat;0.060342304;Starchy Foods;1.659.526;OUT049;1999;Medium;Tier 1;Supermarket Type1;1644526
NCX17;21,3;Low Fat;0.113833823;Health and Hygiene;232.83;OUT045;2002;;Tier 2;Supermarket Type1;1398
NCI29;8,6;Low Fat;0.032615377;Health and Hygiene;1.429.154;OUT035;2004;Small;Tier 2;Supermarket Type1;9927078
FDL24;10,3;Regular;0.024935297;Baking Goods;1.720.422;OUT049;1999;Medium;Tier 1;Supermarket Type1;39661706
FDI46;9,5;Low Fat;0.074345268;Snack Foods;2.519.724;OUT046;1997;Small;Tier 1;Supermarket Type1;35234136
DRQ35;9,3;Low Fat;0.042283454;Hard Drinks;1.254.388;OUT035;2004;Small;Tier 2;Supermarket Type1;3715164
FDM04;9195,0;Regular;0.047387144;Frozen Foods;508.666;OUT017;2007;;Tier 2;Supermarket Type1;8715322
NCJ17;7,7;Low Fat;0.152865879;Health and Hygiene;849.224;OUT045;2002;;Tier 2;Supermarket Type1;16192256
NCJ18;;Low Fat;0.163148041;Household;1.166.124;OUT027;1985;Medium;Tier 3;Supermarket Type3;31998348
DRF13;12,1;Low Fat;0.02984176;Soft Drinks;1.444.444;OUT045;2002;;Tier 2;Supermarket Type1;3629
FDB39;11,6;LF;0.038511676;Dairy;577.272;OUT035;2004;Small;Tier 2;Supermarket Type1;5033448
FDT52;9695,0;Regular;0.047622786;Frozen Foods;2.462.144;OUT018;2009;Medium;Tier 3;Supermarket Type2;3675216
FDT60;12,0;Low Fat;0.07554831;Baking Goods;1.219.388;OUT046;1997;Small;Tier 1;Supermarket Type1;32198088
FDM34;19,0;Low Fat;0.067447572;Snack Foods;1.329.626;OUT046;1997;Small;Tier 1;Supermarket Type1;1967439
FDY27;6,4;Low Fat;0.03187163;Dairy;1.795.344;OUT013;1987;High;Tier 3;Supermarket Type1;41039912
FDP08;20,5;Regular;0.112638016;Fruits and Vegetables;1.955.478;OUT045;2002;;Tier 2;Supermarket Type1;3874956
FDP59;;Regular;0.056192276;Breads;1.031.648;OUT027;1985;Medium;Tier 3;Supermarket Type3;19734312
FDQ11;5695,0;Regular;0.06797671;Breads;2.574.988;OUT018;2009;Medium;Tier 3;Supermarket Type2;30839856
FDV01;19,2;Regular;0.142189843;Canned;1.538.314;OUT010;1998;;Tier 3;Grocery Store;1551314
FDX31;20,4;Regular;0.014813268;Fruits and Vegetables;2.349.958;OUT013;1987;High;Tier 3;Supermarket Type1;5842395
NCX54;9195,0;low fat;0.080442371;Household;1.077.622;OUT010;1998;;Tier 3;Grocery Store;1058622
DRC12;17,9;Low Fat;0.03781972;Soft Drinks;1.916.188;OUT035;2004;Small;Tier 2;Supermarket Type1;24754444
FDU11;;Low Fat;0.092145264;Breads;1.207.098;OUT027;1985;Medium;Tier 3;Supermarket Type3;37358038
NCB30;14,6;Low Fat;0.025702994;Household;1.999.084;OUT046;1997;Small;Tier 1;Supermarket Type1;23809008
FDS27;10195,0;Regular;0.012483408;Meat;195.411;OUT045;2002;;Tier 2;Supermarket Type1;2749754
FDX16;17,9;Low Fat;0;Frozen Foods;148.005;OUT018;2009;Medium;Tier 3;Supermarket Type2;899
NCL53;7,5;Low Fat;0.036204764;Health and Hygiene;1.761.028;OUT013;1987;High;Tier 3;Supermarket Type1;19481308
NCZ30;6,6;Low Fat;0.026238087;Household;1.216.098;OUT045;2002;;Tier 2;Supermarket Type1;2410196
FDB15;10895,0;Low Fat;0.137584599;Dairy;2.622.568;OUT017;2007;;Tier 2;Supermarket Type1;3954852
FDY51;;Low Fat;0.080741927;Meat;2.208.798;OUT027;1985;Medium;Tier 3;Supermarket Type3;61706344
NCT18;14,6;Low Fat;0.059741172;Household;1.796.976;OUT017;2007;;Tier 2;Supermarket Type1;50707328
FDL32;;Regular;0.214423791;Fruits and Vegetables;1.116.544;OUT019;1985;Small;Tier 1;Grocery Store;3355632
FDK46;9,6;Low Fat;0.051677051;Snack Foods;258.062;OUT018;2009;Medium;Tier 3;Supermarket Type2;2856282
FDI22;;Low Fat;0.168455549;Snack Foods;2.110.612;OUT019;1985;Small;Tier 1;Grocery Store;4181224
FDF21;10,3;Regular;0;Fruits and Vegetables;189.053;OUT045;2002;;Tier 2;Supermarket Type1;5313084
FDR34;17,0;Regular;0.016055615;Snack Foods;2.284.352;OUT017;2007;;Tier 2;Supermarket Type1;82452672
FDJ50;8645,0;Low Fat;0.021619564;Canned;506.982;OUT049;1999;Medium;Tier 1;Supermarket Type1;7363748
FDC34;16,0;Regular;0.173027688;Snack Foods;1.552.972;OUT049;1999;Medium;Tier 1;Supermarket Type1;35833356
FDW51;6155,0;Regular;0.095045476;Meat;213.456;OUT018;2009;Medium;Tier 3;Supermarket Type2;2556672
FDR28;13,9;Regular;0.025891588;Frozen Foods;165.121;OUT035;2004;Small;Tier 2;Supermarket Type1;2936178
FDV60;;Regular;0.205484395;Baking Goods;198.011;OUT019;1985;Small;Tier 1;Grocery Store;392822
FDI45;13,1;Low Fat;0.037793818;Fruits and Vegetables;1.738.054;OUT017;2007;;Tier 2;Supermarket Type1;28016864
NCB30;;Low Fat;0.045002624;Household;1.965.084;OUT019;1985;Small;Tier 1;Grocery Store;1984084
DRO59;11,8;Low Fat;0.054460571;Hard Drinks;770.012;OUT017;2007;;Tier 2;Supermarket Type1;2277036
FDU12;15,5;Regular;0.075736746;Baking Goods;2.655.568;OUT035;2004;Small;Tier 2;Supermarket Type1;44821656
NCX18;14,2;Low Fat;0.014719325;Household;196.911;OUT010;1998;;Tier 3;Grocery Store;392822
NCH30;;Low Fat;0.066828857;Household;114.186;OUT027;1985;Medium;Tier 3;Supermarket Type3;1924162
FDE11;;Regular;0.23653561;Starchy Foods;1.841.924;OUT019;1985;Small;Tier 1;Grocery Store;1850924
FDE32;20,7;Low Fat;0.04903471;Fruits and Vegetables;399.506;OUT017;2007;;Tier 2;Supermarket Type1;8728638
FDP25;15,2;Low Fat;0.035497039;Canned;2.167.824;OUT010;1998;;Tier 3;Grocery Store;4367648
NCM29;11,5;Low Fat;0.017638893;Health and Hygiene;1.327.626;OUT035;2004;Small;Tier 2;Supermarket Type1;28855772
FDQ21;21,3;Low Fat;0.01945343;Snack Foods;1.208.756;OUT049;1999;Medium;Tier 1;Supermarket Type1;14541072
FDN24;14,1;Low Fat;0.11326743;Baking Goods;545.956;OUT046;1997;Small;Tier 1;Supermarket Type1;10373164
DRY23;9395,0;Regular;0.109713464;Soft Drinks;413.112;OUT017;2007;;Tier 2;Supermarket Type1;2556672
FDW04;;Regular;0;Frozen Foods;130.531;OUT027;1985;Medium;Tier 3;Supermarket Type3;5582733
FDM01;7895,0;Regular;0.094952408;Breakfast;1.011.332;OUT018;2009;Medium;Tier 3;Supermarket Type2;13329316
NCW29;14,0;Low Fat;0.029026218;Health and Hygiene;131.331;OUT017;2007;;Tier 2;Supermarket Type1;3635268
FDG33;5365,0;Regular;0.140123575;Seafood;1.720.764;OUT013;1987;High;Tier 3;Supermarket Type1;27484224
FDV51;16,4;Low Fat;0.03272295;Meat;1.657.842;OUT017;2007;;Tier 2;Supermarket Type1;18236262
NCQ18;15,8;Low Fat;0.135836828;Household;100.37;OUT017;2007;;Tier 2;Supermarket Type1;1298
NCL53;7,5;Low Fat;0.036382524;Health and Hygiene;1.779.028;OUT018;2009;Medium;Tier 3;Supermarket Type2;14168224
FDQ39;14,8;Low Fat;0;Meat;1.893.846;OUT013;1987;High;Tier 3;Supermarket Type1;4777115
FDF46;7,1;Low Fat;0.094201018;Snack Foods;1.158.834;OUT017;2007;;Tier 2;Supermarket Type1;10366506
NCA06;20,5;Low Fat;0.143506376;Household;34.719;OUT049;1999;Medium;Tier 1;Supermarket Type1;768999
FDV26;;Regular;0.133347119;Dairy;1.930.794;OUT019;1985;Small;Tier 1;Grocery Store;975397
FDJ04;18,0;Low Fat;0.124428516;Frozen Foods;1.199.124;OUT035;2004;Small;Tier 2;Supermarket Type1;9480992
FDE28;9,5;Regular;0.221856492;Frozen Foods;2.318.668;OUT010;1998;;Tier 3;Grocery Store;2303668
NCZ29;15,0;Low Fat;0.071312064;Health and Hygiene;1.257.362;OUT013;1987;High;Tier 3;Supermarket Type1;30200688
FDW43;20,1;Regular;0.022425236;Fruits and Vegetables;2.263.036;OUT046;1997;Small;Tier 1;Supermarket Type1;9108144
FDZ49;11,0;Regular;0.133352623;Canned;2.197.798;OUT049;1999;Medium;Tier 1;Supermarket Type1;26445576
NCJ05;18,7;Low Fat;0.046079558;Health and Hygiene;1.515.682;OUT035;2004;Small;Tier 2;Supermarket Type1;19820866
NCP29;;LF;0;Health and Hygiene;642.168;OUT027;1985;Medium;Tier 3;Supermarket Type3;1278336
FDS16;15,2;Regular;0.066446521;Frozen Foods;147.976;OUT018;2009;Medium;Tier 3;Supermarket Type2;732
FDZ45;14,1;Low Fat;0.066979957;Snack Foods;1.967.084;OUT049;1999;Medium;Tier 1;Supermarket Type1;31745344
NCP29;8,4;Low Fat;0.187918654;Health and Hygiene;654.168;OUT010;1998;;Tier 3;Grocery Store;1278336
FDZ58;;Low Fat;0.051924192;Snack Foods;1.210.072;OUT027;1985;Medium;Tier 3;Supermarket Type3;29401728
FDV55;;Low Fat;0.054806734;Fruits and Vegetables;1.451.444;OUT027;1985;Medium;Tier 3;Supermarket Type3;39188988
NCV53;8,3;Low Fat;0.018813601;Health and Hygiene;237.988;OUT046;1997;Small;Tier 1;Supermarket Type1;7191
FDV47;;Low Fat;0.094910421;Breads;845.566;OUT019;1985;Small;Tier 1;Grocery Store;2536698
FDD45;8615,0;Low Fat;0.116722514;Fruits and Vegetables;954.436;OUT018;2009;Medium;Tier 3;Supermarket Type2;5672616
FDP26;;Low Fat;0.244338986;Dairy;1.059.306;OUT019;1985;Small;Tier 1;Grocery Store;2090612
DRD37;9,8;Low Fat;0.013863257;Soft Drinks;45.106;OUT049;1999;Medium;Tier 1;Supermarket Type1;1398
FDT09;;Regular;0.021471456;Snack Foods;1.310.284;OUT019;1985;Small;Tier 1;Grocery Store;1318284
FDM03;;Low Fat;0;Meat;1.091.938;OUT027;1985;Medium;Tier 3;Supermarket Type3;20366822
FDW09;13,7;Regular;0.026067434;Snack Foods;788.302;OUT017;2007;;Tier 2;Supermarket Type1;7130718
FDX10;6385,0;Regular;0.123710526;Snack Foods;371.874;OUT046;1997;Small;Tier 1;Supermarket Type1;2470118
FDZ60;20,5;Low Fat;0.119547387;Baking Goods;1.089.596;OUT049;1999;Medium;Tier 1;Supermarket Type1;539298
FDM58;16,9;Regular;0.079690403;Snack Foods;1.134.544;OUT046;1997;Small;Tier 1;Supermarket Type1;29082144
FDV32;7785,0;Low Fat;0.088691614;Fruits and Vegetables;61.851;OUT035;2004;Small;Tier 2;Supermarket Type1;1454773
FDU07;;Low Fat;0.104784329;Fruits and Vegetables;1.504.366;OUT019;1985;Small;Tier 1;Grocery Store;1511366
FDS51;;LF;0.032024659;Meat;627.194;OUT027;1985;Medium;Tier 3;Supermarket Type3;1857582
NCT17;10,8;Low Fat;0.041950753;Health and Hygiene;1.900.214;OUT045;2002;;Tier 2;Supermarket Type1;24494782
FDA01;15,0;Regular;0.091018048;Canned;602.904;OUT010;1998;;Tier 3;Grocery Store;1171808
FDW25;5175,0;Low Fat;0.037398953;Canned;842.224;OUT046;1997;Small;Tier 1;Supermarket Type1;852224
FDS01;11,6;Low Fat;0.017845372;Canned;1.790.686;OUT017;2007;;Tier 2;Supermarket Type1;56885952
NCV18;6775,0;Low Fat;0.105459307;Household;84.625;OUT045;2002;;Tier 2;Supermarket Type1;2497
FDZ04;9,3;Low Fat;0.038032068;Frozen Foods;61.351;OUT045;2002;;Tier 2;Supermarket Type1;822263
DRN59;15,0;Low Fat;0.064504433;Hard Drinks;47.306;OUT017;2007;;Tier 2;Supermarket Type1;652484
